index_df	Restaurant_id	Price Range	Cuisine Style
21309	id_11047	$	['Turkish']
21310	id_2015	$	['French']
21314	id_9531	None	None
21315	id_7557	$	['Cafe']
21316	id_4987	$	['Italian, Pizza']
21318	id_3499	None	None
21320	id_8016	$	['Asian, Vietnamese']
21321	id_9921	None	None
21323	id_505	$$ - $$$	['Vegetarian Friendly']
21324	id_13132	None	['European']
21328	id_3043	$$ - $$$	['Mediterranean, Spanish']
21329	id_807	$$ - $$$	['Takeout, Seating']
21336	id_9250	$$ - $$$	['Cafe, British']
21344	id_1258	None	['Chinese']
21345	id_12300	None	None
21351	id_12379	None	None
21354	id_3971	None	None
21358	id_2821	$$ - $$$	['Italian, Wine Bar, Gastropub']
21360	id_1476	$	['Cafe']
21361	id_912	None	None
21362	id_2529	$	['Italian, Pizza']
21363	id_2586	$	['Asian, Taiwanese']
21368	id_8013	None	['French']
21370	id_1206	None	['Thai']
21371	id_1358	None	['Mediterranean, Greek']
21375	id_16253	None	['Indian']
21376	id_3764	$	['Bar, Pub']
21380	id_1438	$	['Austrian, European, Wine Bar']
21381	id_2185	None	['Pizza']
21387	id_14744	$	['Bar, Pub, Peruvian, South American']
21389	id_1865	$	['Cafe']
21395	id_1880	$$ - $$$	['Lunch, Dinner']
21398	id_3984	$$ - $$$	['Italian']
21399	id_3134	$	['Italian, Pizza, International']
21401	id_13538	None	['American']
21402	id_7675	None	None
21405	id_797	None	None
21407	id_2403	$	['Indian, South American']
21412	id_743	$	['Italian, Pizza']
21420	id_4360	$	['Reservations, Seating, Live Music']
21422	id_2384	$	['Breakfast, Lunch, Dinner']
21431	id_2881	None	None
21434	id_5075	None	['Bar, Pub, Spanish']
21439	id_8212	None	None
21441	id_1909	None	None
21442	id_7486	None	['Japanese, Sushi']
21443	id_7894	$$ - $$$	['French, European']
21446	id_937	$	['Italian, French, Pizza']
21447	id_2466	$$ - $$$	['Japanese, Sushi, Asian']
21450	id_3236	$	['Spanish']
21451	id_6454	None	['Spanish, Greek']
21452	id_5851	None	None
21459	id_11502	None	['Bar, Pub, French']
21462	id_10849	None	['Middle Eastern, Pakistani']
21463	id_3393	None	['Italian, Indian, Pizza, Fast Food']
21466	id_1210	None	None
21468	id_8339	None	None
21469	id_5049	None	None
21470	id_7503	$$ - $$$	['French']
21478	id_6562	None	None
21480	id_2448	None	None
21481	id_3605	None	['German, Diner']
21482	id_13188	$$ - $$$	['Italian, Mediterranean']
21484	id_3053	$$ - $$$	['Dinner']
21487	id_2870	$	['Italian, Pizza']
21488	id_12878	$	['French, Fast Food, Healthy, Soups']
21489	id_2495	None	None
21490	id_1888	None	None
21494	id_509	$$ - $$$	['Sushi']
21495	id_1413	None	None
21498	id_937	None	None
21499	id_1399	$	['Dinner, Lunch']
21502	id_5747	$	['German']
21504	id_1748	$	['Lunch, Dinner']
21507	id_1644	$	['European, Hungarian']
21510	id_1380	None	None
21512	id_4941	$	['Mexican, Fast Food']
21514	id_5354	None	['German']
21518	id_1825	$$ - $$$	['Dutch, Seafood, European']
21521	id_1024	None	['Asian']
21522	id_3484	$	['European, Portuguese']
21523	id_15741	$	['American']
21526	id_13376	None	None
21528	id_5777	$	['Spanish']
21534	id_362	None	None
21535	id_1036	None	None
21536	id_1945	None	None
21542	id_15039	None	None
21543	id_2122	$$ - $$$	['Mediterranean, Spanish']
21549	id_5944	$$ - $$$	['French, European']
21550	id_4466	$$ - $$$	['Spanish']
21562	id_3836	None	None
21570	id_5132	None	None
21577	id_7993	$$ - $$$	['French, European']
21582	id_8364	None	['Seafood']
21584	id_555	None	None
21585	id_2761	$	['Fast Food']
21589	id_6368	$	['Italian, Pizza']
21591	id_236	$$ - $$$	['Italian, Pizza, Mediterranean, European']
21593	id_2336	None	['German, Diner']
21596	id_4986	$$ - $$$	['Spanish, Mediterranean']
21598	id_13446	None	None
21603	id_9078	$	['Lunch']
21609	id_1219	$	['Deli, Healthy, Soups']
21610	id_8644	None	['Spanish']
21611	id_2768	$	['Vegetarian Friendly, Vegan Options']
21613	id_1866	None	None
21617	id_15699	None	None
21624	id_8559	$$ - $$$	['French']
21626	id_9817	$$ - $$$	['French']
21632	id_696	$$ - $$$	['German']
21633	id_10462	None	['European']
21634	id_1967	None	['Fast Food']
21636	id_971	$	['Hungarian, European']
21638	id_6867	$	['Spanish']
21641	id_881	$$ - $$$	['Italian, Mediterranean, European, Pizza, Seafood, Healthy']
21644	id_3770	None	None
21647	id_5252	$$ - $$$	['Italian, Cafe, Bar, Pub']
21649	id_15252	None	None
21652	id_3431	None	['Austrian, European, Wine Bar']
21656	id_10756	None	['French']
21659	id_1595	None	None
21660	id_12989	None	None
21661	id_2245	$	['Drinks, Lunch, Dinner']
21662	id_7622	$	['Moroccan, Middle Eastern, Mediterranean, Tunisian']
21664	id_8086	None	None
21665	id_2346	$	['Italian']
21670	id_11478	None	['French, Lebanese, Moroccan, Mediterranean, Middle Eastern']
21672	id_5984	None	None
21674	id_1312	$$ - $$$	['Lunch, Dinner']
21675	id_2191	None	None
21677	id_3015	None	None
21680	id_3724	None	['Italian, Pizza, European, Czech']
21682	id_2840	None	None
21686	id_335	$	['Cafe']
21687	id_9532	$	['Chinese, Asian, Vietnamese']
21690	id_12592	None	None
21693	id_1325	None	None
21699	id_3586	None	None
21700	id_2442	$	['Italian, French']
21701	id_9059	None	['Fast Food']
21715	id_2025	$$ - $$$	['Japanese, Asian']
21717	id_1205	None	None
21721	id_12025	None	['Italian']
21723	id_12383	None	['Chinese']
21724	id_4689	$$ - $$$	['Italian']
21725	id_7137	$$ - $$$	['Bar, British, Pub']
21726	id_414	$$ - $$$	['Italian, European, Mediterranean']
21730	id_4012	None	None
21731	id_6261	None	['Spanish']
21734	id_2024	$$ - $$$	['Japanese, Sushi']
21739	id_1325	$	['Thai']
21745	id_1635	None	['Mexican']
21747	id_1463	$	['Italian, Turkish']
21750	id_4807	None	None
21753	id_6299	$	['Chinese, Asian, Thai, Vietnamese']
21755	id_798	None	['International']
21758	id_1745	None	None
21761	id_3045	$	['Pizza, Italian']
21762	id_6394	None	['Bar, Cafe, Pub, Spanish']
21767	id_2395	None	None
21768	id_5964	$$ - $$$	['Italian']
21771	id_4981	$$ - $$$	['Italian, Wine Bar']
21773	id_4280	None	None
21774	id_2220	None	None
21776	id_15960	None	None
21777	id_1015	None	['European']
21778	id_2720	$$ - $$$	['Breakfast, Drinks']
21784	id_440	$$ - $$$	['International, Lebanese, Middle Eastern, Mediterranean']
21785	id_14518	None	['Chinese']
21790	id_1229	None	None
21793	id_12163	$$ - $$$	['French']
21794	id_2102	None	['German']
21795	id_4348	$$ - $$$	['Italian, Mediterranean']
21797	id_9257	None	None
21803	id_2395	None	None
21806	id_11172	$	['Lunch, Dinner']
21813	id_1095	None	None
21815	id_1484	$	['Belgian, Fast Food']
21817	id_786	None	None
21818	id_12121	None	['French']
21820	id_14479	$$ - $$$	['Chinese, Asian']
21821	id_4064	$$$$	['German']
21822	id_10987	None	None
21826	id_1903	$$ - $$$	['European, Central European']
21827	id_12480	$$ - $$$	['Breakfast, Lunch, Dinner']
21828	id_2966	$$ - $$$	['Brunch']
21829	id_8659	$	['French, Bar, Pub']
21831	id_13971	None	['Chinese, Indian, Pakistani']
21837	id_1547	$$ - $$$	['Italian, Pizza, Mediterranean, European']
21838	id_5797	None	None
21840	id_8362	None	['French']
21846	id_12283	$$ - $$$	['Cafe']
21847	id_1797	$$ - $$$	['Wheelchair Accessible']
21849	id_4760	None	None
21852	id_5594	None	None
21853	id_2732	None	None
21857	id_12459	None	None
21862	id_9820	None	None
21872	id_3744	$	['Italian']
21873	id_672	$$ - $$$	['Takeout, Reservations, Accepts Credit Cards, Table Service']
21877	id_4459	$	['Italian, Pizza, Seafood, Mediterranean']
21878	id_9581	$$ - $$$	['Cafe']
21879	id_1076	None	None
21886	id_6543	None	None
21892	id_2784	$	['Fast Food']
21895	id_1439	None	['Indian']
21899	id_13178	None	['Chinese, Sushi']
21905	id_2158	$	['Spanish']
21910	id_1952	None	None
21911	id_1837	$	['Italian, Pizza, Mediterranean']
21913	id_7196	None	['Mediterranean']
21915	id_4515	None	None
21920	id_2321	None	None
21929	id_1932	None	['Japanese, Asian']
21931	id_1646	$$ - $$$	['Cafe']
21935	id_1680	None	['Italian, Pizza']
21941	id_3230	$	['Italian, Pizza, European, Lebanese, Mediterranean']
21948	id_4151	None	['European, Czech']
21949	id_1935	None	None
21951	id_2948	None	['Seafood']
21957	id_4982	None	['Italian']
21961	id_4107	$	['Italian']
21964	id_4539	$$ - $$$	['Italian, Pizza, Seafood, Mediterranean']
21965	id_4164	None	None
21968	id_12551	None	None
21972	id_1260	None	['Pizza, Italian']
21974	id_3132	$$ - $$$	['Breakfast']
21975	id_14232	None	None
21980	id_4028	$$ - $$$	['European']
21983	id_1094	None	None
21986	id_940	$$ - $$$	['Italian, Seafood, Mediterranean']
21988	id_4871	$$ - $$$	['Breakfast']
21991	id_2436	$$ - $$$	['Late Night, Drinks']
21993	id_1384	None	None
21994	id_5433	None	None
21995	id_2116	None	None
21998	id_7307	None	['Mediterranean, Spanish']
22002	id_1817	$$ - $$$	['German']
22003	id_2950	$$ - $$$	['French, Japanese, International, Diner, Seafood, European']
22005	id_11114	$	['Chinese, Asian']
22006	id_10253	None	['British']
22009	id_1483	None	['Fast Food']
22011	id_1946	$$ - $$$	['Italian']
22013	id_4837	None	None
22015	id_6284	None	['Spanish']
22023	id_1281	None	None
22028	id_11891	$$ - $$$	['Thai']
22032	id_1346	$	['Lebanese, Mediterranean, Middle Eastern']
22034	id_2631	None	['Fast Food']
22036	id_3656	$	['Turkish, Fast Food, Middle Eastern']
22040	id_2591	None	None
22044	id_834	None	['Swiss, European, Portuguese']
22045	id_6394	None	None
22046	id_5129	None	None
22053	id_2680	None	['African']
22056	id_1193	None	None
22057	id_1169	None	None
22060	id_656	None	['Pizza']
22061	id_885	$	['Cafe']
22063	id_9758	$$ - $$$	['French, Armenian']
22068	id_3058	None	['Austrian, European']
22070	id_4437	None	['Pizza']
22071	id_4870	$	['Cafe, Italian']
22074	id_3003	None	['International']
22082	id_12387	None	None
22085	id_2398	None	['European, Czech']
22096	id_3595	$$ - $$$	['Japanese, Asian']
22105	id_5605	$	['Bar, Spanish, Pub']
22115	id_2475	$	['Italian, Thai']
22117	id_8624	None	['British']
22120	id_6493	$$ - $$$	['Takeout']
22121	id_4269	$	['International']
22122	id_791	None	None
22123	id_4761	$$ - $$$	['Contemporary']
22127	id_1568	None	None
22129	id_7508	$$ - $$$	['Spanish, Healthy, Bar, Cafe, Mediterranean, Pub, Wine Bar']
22133	id_1955	$	['European, Portuguese']
22134	id_1395	$	['Asian, Vietnamese']
22135	id_7195	$	['Deli']
22136	id_1064	None	['Polish, European']
22140	id_9642	$	['Italian, Pizza']
22142	id_3002	None	None
22144	id_1871	$$ - $$$	['German']
22151	id_1910	None	None
22152	id_3622	$$ - $$$	['European']
22155	id_1689	$$ - $$$	['Japanese, Asian']
22156	id_3843	$	['Lunch, Dinner']
22162	id_16087	$$ - $$$	['African, Mediterranean, Grill, Middle Eastern, Ethiopian']
22163	id_6097	$$ - $$$	['German']
22164	id_4734	$$ - $$$	['German']
22165	id_1722	None	None
22166	id_5789	None	None
22168	id_4895	$$ - $$$	['Asian, Chinese, Japanese, Sushi']
22169	id_1560	None	['Middle Eastern']
22174	id_1250	$$ - $$$	['European, Portuguese']
22189	id_10195	$	['African']
22190	id_15961	None	None
22191	id_1614	$$ - $$$	['Dutch, Bar, European, Pub']
22197	id_11059	$	['Fast Food']
22200	id_1151	None	None
22201	id_8196	None	None
22209	id_4602	None	['Italian, Pizza']
22212	id_3584	$$ - $$$	['Chinese, Asian']
22215	id_9279	None	['Indian, Asian, Bangladeshi']
22218	id_4918	$	['Turkish, Middle Eastern']
22219	id_12396	$$ - $$$	['Cafe']
22221	id_2457	$$ - $$$	['Indian']
22224	id_1614	None	['Cafe']
22225	id_757	$	['Middle Eastern']
22230	id_11409	$	['French']
22232	id_1774	None	['European, Hungarian']
22233	id_8175	$	['Indian, Fast Food, Healthy, Middle Eastern, Pakistani']
22235	id_4989	$$ - $$$	['Chinese, Asian']
22238	id_7766	$	['Turkish, French']
22239	id_8038	None	None
22240	id_3222	None	['European, Czech']
22241	id_13445	None	None
22243	id_6627	$	['Asian, Thai']
22249	id_3324	None	['European, Czech']
22251	id_8629	None	None
22253	id_6106	$	['Spanish']
22258	id_2294	None	['Thai']
22260	id_2503	$$ - $$$	['European, Czech']
22261	id_1667	None	None
22265	id_8451	$$ - $$$	['Bar, Cafe, European, Dining bars, Pub']
22267	id_692	$$ - $$$	['Turkish, Middle Eastern, Barbecue']
22270	id_7145	$$ - $$$	['Vegetarian Friendly']
22274	id_8097	None	None
22275	id_1828	None	['Italian, Mediterranean, Deli']
22277	id_10383	None	None
22281	id_671	$$ - $$$	['Japanese']
22285	id_3753	$	['Breakfast, Lunch, Dinner, Brunch']
22290	id_1952	None	None
22291	id_2664	$$ - $$$	['Chinese']
22292	id_2008	None	['French, Seafood, European, Healthy, Scandinavian']
22294	id_557	$	['Lunch, Dinner']
22295	id_1728	$$ - $$$	['Vegetarian Friendly']
22304	id_2540	None	None
22308	id_2170	None	None
22311	id_8681	None	None
22312	id_2411	$$ - $$$	['Vegetarian Friendly']
22318	id_5220	None	['Bar, Pub, Italian']
22319	id_1359	$$ - $$$	['Italian']
22321	id_2618	$	['Fast Food']
22325	id_2635	None	['Asian']
22333	id_2505	$	['Italian']
22336	id_4245	$	['Fast Food, American']
22338	id_874	$$ - $$$	['French']
22339	id_959	None	None
22340	id_831	None	['Bar, Pub']
22343	id_2013	None	['Mexican']
22344	id_1534	None	None
22348	id_13003	None	None
22349	id_11079	None	None
22350	id_9068	None	None
22355	id_5519	None	None
22356	id_672	$	['Pub, Bar']
22366	id_2685	$	['Cafe, Spanish']
22367	id_1535	$	['European, Hungarian']
22370	id_558	$$ - $$$	['American']
22371	id_13947	None	['Cafe']
22373	id_5319	None	None
22374	id_1778	None	None
22382	id_1167	None	['Cafe']
22383	id_6868	$$ - $$$	['Spanish']
22386	id_7718	None	['Mediterranean, Turkish, Spanish']
22395	id_3854	None	None
22398	id_6689	$	['Fast Food']
22402	id_4123	None	['Chinese']
22403	id_1926	None	None
22404	id_3805	None	['Fast Food']
22406	id_5100	None	None
22409	id_13471	None	None
22410	id_2190	None	['Japanese']
22414	id_4633	None	None
22424	id_8246	$$ - $$$	['Spanish, Bar, Pub']
22425	id_1941	$$ - $$$	['Japanese, Sushi, Asian']
22431	id_2630	None	None
22432	id_1250	$	['Italian, Pizza, Mediterranean']
22433	id_2502	$$ - $$$	['Mexican']
22434	id_2607	None	None
22435	id_4367	None	None
22436	id_882	$$ - $$$	['European, Deli, Danish']
22438	id_10702	None	None
22440	id_1402	$	['Turkish, Middle Eastern, Fast Food']
22442	id_3109	$$ - $$$	['Italian, International, Mediterranean']
22444	id_10962	None	None
22445	id_1782	$$ - $$$	['Dinner']
22447	id_9958	$$ - $$$	['French, Bar, European, Pub']
22448	id_6008	$	['Cafe']
22455	id_2152	None	['Asian']
22459	id_2356	None	['German']
22460	id_1473	None	['Fast Food, Indian, Pizza']
22461	id_5438	None	['Italian']
22466	id_942	$	['Middle Eastern']
22470	id_662	None	None
22473	id_11545	$	['Cafe']
22474	id_1389	$	['Italian, Pizza']
22476	id_5912	None	None
22483	id_1773	$$$$	['German, Seafood']
22484	id_2946	None	None
22486	id_9380	$$ - $$$	['Korean, Barbecue, Asian']
22487	id_11547	$$ - $$$	['French, Bar, Pub']
22488	id_9861	None	None
22492	id_2444	$	['Chinese, Asian']
22493	id_1573	None	None
22496	id_12665	None	['American']
22497	id_10829	$	['Breakfast, Lunch, Dinner']
22500	id_7077	None	['Indian, Spanish']
22501	id_2202	None	['Pizza, Italian']
22503	id_2807	$$ - $$$	['Spanish, Mediterranean']
22505	id_2133	None	['Cafe']
22507	id_1784	None	None
22509	id_16088	None	['Chinese']
22512	id_7516	$$ - $$$	['Breakfast, Lunch, Dinner']
22513	id_1150	None	['Italian, Polish, Pizza, European']
22514	id_6018	None	['Mexican']
22515	id_6797	$$ - $$$	['Spanish, Mediterranean']
22517	id_5072	None	['Cafe']
22518	id_1560	None	None
22520	id_6537	$$ - $$$	['Spanish']
22522	id_13746	None	['French']
22527	id_6094	$$ - $$$	['Mediterranean']
22529	id_1266	$	['European, Portuguese']
22532	id_7918	$$ - $$$	['Mediterranean, Spanish']
22537	id_5519	$$ - $$$	['Cafe']
22540	id_1323	$	['Fast Food']
22543	id_3481	$$ - $$$	['French, Bar, Spanish']
22544	id_1602	$$ - $$$	['Italian, Pizza, Mediterranean, European']
22545	id_14056	None	['Greek']
22551	id_15104	None	None
22553	id_1469	$$ - $$$	['Portuguese, European']
22554	id_5775	None	['Bar, Pub']
22556	id_6235	None	None
22557	id_2050	None	None
22558	id_1698	$$ - $$$	['French']
22562	id_8663	$	['French']
22563	id_3885	None	None
22564	id_872	None	['Italian, Mediterranean']
22567	id_8107	None	None
22569	id_8040	$$ - $$$	['Spanish']
22572	id_1442	None	None
22573	id_1459	None	None
22578	id_5637	None	None
22583	id_6301	None	['Brew Pub, Pizza']
22584	id_4753	$$ - $$$	['Chinese']
22586	id_2928	None	None
22590	id_2159	None	None
22593	id_8745	None	['Pizza']
22596	id_15761	None	None
22601	id_3108	$$$$	['European, Spanish']
22605	id_6773	$	['Bar, Pub']
22609	id_1332	None	None
22614	id_4417	$$ - $$$	['Italian, Mediterranean, European, Wine Bar, Sicilian, Southern-Italian']
22615	id_7727	$	['Spanish']
22619	id_831	None	None
22621	id_5791	$$ - $$$	['Pizza, Italian']
22622	id_4195	$$ - $$$	['Asian, Chinese']
22625	id_4216	None	['Italian, Seafood']
22626	id_1297	None	None
22627	id_4059	None	None
22628	id_2947	None	None
22629	id_1070	None	None
22634	id_12846	$$ - $$$	['French']
22636	id_5933	None	None
22637	id_1743	None	None
22638	id_5317	None	None
22639	id_4815	$$ - $$$	['Cafe, German']
22644	id_4581	None	['Italian']
22652	id_1247	None	None
22653	id_11022	None	None
22655	id_1842	None	None
22657	id_4538	None	None
22664	id_1394	None	['European, Hungarian']
22666	id_1102	None	['European, Danish']
22668	id_12647	None	None
22670	id_1732	$$ - $$$	['French, Belgian, European']
22672	id_1642	None	None
22673	id_5662	None	['Pizza']
22674	id_4147	None	None
22675	id_4861	$$ - $$$	['Mediterranean, Spanish']
22677	id_10446	$	['Cafe, Fast Food']
22678	id_4722	$	['Asian, Thai, Fast Food']
22679	id_5738	$$ - $$$	['Italian, Pizza, Spanish']
22680	id_3073	$	['Spanish']
22682	id_2800	$	['Fast Food']
22687	id_3041	None	None
22691	id_7353	None	None
22693	id_1112	None	None
22694	id_9815	None	None
22695	id_801	$$ - $$$	['European']
22698	id_1279	None	None
22700	id_2374	None	None
22703	id_3138	None	['Pub']
22704	id_508	$$$$	['French, European']
22705	id_5151	None	['Spanish']
22706	id_628	$$ - $$$	['Cafe, Swedish, Scandinavian, European']
22709	id_10425	$$ - $$$	['French']
22715	id_12324	None	['British']
22721	id_16225	None	['American, Fast Food']
22723	id_3781	$	['Fast Food']
22724	id_10605	$	['Lunch, Brunch, Late Night']
22725	id_2123	$	['Bar, Pub']
22728	id_764	None	None
22731	id_8136	None	None
22733	id_8132	None	['Fusion']
22735	id_2892	$$ - $$$	['Catalan, Mediterranean, Spanish']
22737	id_6899	$$ - $$$	['Mediterranean, Spanish']
22738	id_8828	$$ - $$$	['French, Mediterranean, Spanish']
22742	id_8905	None	['Japanese, Asian']
22743	id_3511	$$ - $$$	['German']
22745	id_10655	None	['French']
22746	id_9598	None	['Thai']
22747	id_5293	$$ - $$$	['Spanish']
22749	id_1057	$	['Fast Food']
22755	id_5040	None	['Italian, Brew Pub']
22758	id_1007	None	None
22762	id_13604	None	None
22764	id_1235	None	['Indian']
22770	id_854	None	['European, Portuguese']
22771	id_1981	$$ - $$$	['Portuguese, European']
22772	id_2931	$	['Italian, Pizza']
22775	id_1208	$	['European, Portuguese']
22780	id_8837	$	['Dinner']
22782	id_988	None	['European, Portuguese']
22787	id_1987	None	None
22788	id_1225	$	['Healthy, Street Food, Middle Eastern, Soups, Arabic']
22789	id_13851	None	None
22791	id_9105	None	None
22796	id_7381	$	['Lunch, Dinner']
22798	id_2980	$$ - $$$	['Spanish, Deli, Mediterranean']
22801	id_645	$$ - $$$	['Cafe']
22804	id_10814	$	['Cafe']
22808	id_1641	None	['Irish, European']
22809	id_3581	None	['Italian, Chinese']
22822	id_3689	None	None
22824	id_4046	None	['European, Soups, Czech, Eastern European']
22831	id_11914	$$ - $$$	['Cafe']
22833	id_4027	$	['Fast Food']
22835	id_6560	None	None
22837	id_1620	None	None
22842	id_11836	$$ - $$$	['Pub']
22845	id_4271	$	['Mediterranean']
22846	id_13638	$	['French']
22848	id_9962	None	['Chinese']
22849	id_5885	None	['Sushi']
22850	id_736	None	None
22853	id_10347	$	['French']
22857	id_1329	None	['Turkish']
22858	id_5878	None	None
22860	id_5183	$	['Italian']
22862	id_3730	None	None
22865	id_8216	$	['Cafe, Spanish']
22866	id_9046	$$ - $$$	['French']
22868	id_3415	$$ - $$$	['Spanish']
22870	id_9164	None	['Fast Food']
22876	id_1442	None	None
22877	id_1963	None	None
22879	id_8320	None	None
22882	id_2240	$	['Turkish, Middle Eastern']
22889	id_3013	$$ - $$$	['Italian, Cafe']
22891	id_4344	$	['Late Night, Lunch, Dinner']
22896	id_4086	None	None
22905	id_13944	None	['French']
22907	id_1786	$	['Dutch, Fast Food']
22908	id_9330	$$ - $$$	['European, International']
22909	id_795	$	['Fast Food, American']
22911	id_344	None	None
22912	id_2402	$$ - $$$	['Italian, Pizza']
22914	id_8519	None	None
22921	id_714	$$ - $$$	['Pub']
22922	id_2787	None	None
22925	id_2733	None	None
22929	id_1366	$$ - $$$	['Lunch, Dinner']
22930	id_8950	None	['American']
22934	id_3607	None	None
22940	id_624	$$$$	['Vegetarian Friendly']
22941	id_1261	None	['Healthy']
22943	id_6666	$$ - $$$	['Wine Bar, French, European']
22949	id_4542	$$ - $$$	['Spanish']
22962	id_5474	None	None
22964	id_4518	$	['Spanish']
22965	id_1029	$$ - $$$	['Vegetarian Friendly']
22968	id_577	None	None
22972	id_8509	None	['Pub']
22977	id_4768	$	['Reservations']
22983	id_13416	$	['Japanese, Sushi, Asian']
22987	id_4659	$	['Pub']
22990	id_1239	$$ - $$$	['Breakfast, Lunch, Brunch, Late Night, Drinks, Dinner']
22991	id_2317	None	None
22995	id_5057	None	['Cafe, Fast Food, European, Diner, Street Food']
23000	id_2327	None	None
23006	id_15319	None	None
23013	id_9004	None	None
23014	id_2802	$$ - $$$	['Italian, European, Deli, Seafood, Mediterranean']
23024	id_5118	None	None
23028	id_1728	None	['Pizza']
23030	id_9442	$$ - $$$	['French, Wine Bar']
23031	id_5441	None	['Cafe, Spanish']
23036	id_3819	$$ - $$$	['Spanish']
23037	id_8427	$$ - $$$	['Mediterranean, Spanish']
23048	id_13443	None	['Lebanese, Mediterranean']
23052	id_5980	$$ - $$$	['Argentinean, Italian, South American']
23059	id_3486	None	None
23064	id_6292	None	['Turkish, Arabic']
23065	id_786	$	['Cafe']
23066	id_1748	$	['Fast Food']
23067	id_2387	$$$$	['Mediterranean, Spanish, International, European, Healthy']
23072	id_5224	$	['Italian']
23075	id_5938	None	None
23076	id_1478	None	['Brazilian, South American']
23078	id_1976	$$ - $$$	['Cafe']
23084	id_7078	$$ - $$$	['Mediterranean, Spanish']
23093	id_682	None	None
23096	id_1766	$$ - $$$	['French']
23097	id_9873	$	['Lunch']
23099	id_2631	None	None
23101	id_1935	None	None
23110	id_6379	$$ - $$$	['Spanish']
23111	id_9601	None	['Asian']
23120	id_3608	None	None
23122	id_13155	None	['Chinese']
23130	id_3387	None	None
23131	id_3279	$	['Italian, Brew Pub, Wine Bar']
23134	id_2244	$	['Cafe']
23135	id_4870	None	['German']
23141	id_2044	$$ - $$$	['Chinese']
23142	id_5274	$	['French']
23143	id_11748	None	None
23147	id_7245	$$ - $$$	['Healthy']
23148	id_6129	None	None
23150	id_2063	$	['Lunch, Dinner']
23153	id_3534	$$ - $$$	['Lunch, Dinner']
23161	id_4419	$	['German, Cafe']
23162	id_6991	$	['Dinner']
23164	id_7518	None	None
23165	id_2938	$	['Italian, Pizza, Mediterranean']
23167	id_10232	$$ - $$$	['Sushi, Japanese']
23172	id_1921	None	['Japanese']
23180	id_705	$$ - $$$	['Lunch, Dinner']
23181	id_7235	$$ - $$$	['Bar, Pub']
23183	id_5963	$	['German']
23184	id_12599	None	['Diner']
23185	id_6461	None	['Spanish']
23186	id_12785	None	['Middle Eastern']
23188	id_493	$	['Italian, International']
23193	id_1136	$$ - $$$	['Vegetarian Friendly']
23196	id_1248	None	None
23198	id_4128	$	['Italian, Pizza, Cafe, Bar, Deli']
23199	id_11084	None	None
23200	id_1601	$$ - $$$	['Italian, Steakhouse, Pizza, Mediterranean, Barbecue, Romana, Lazio, Central-Italian, Brew Pub']
23204	id_12568	None	['Spanish']
23207	id_2080	None	None
23218	id_2393	None	None
23221	id_1481	$$ - $$$	['Belgian, Bar, European, Pub']
23222	id_7645	None	['Pizza']
23224	id_7728	None	None
23229	id_853	None	None
23231	id_16362	None	['Indian, Asian, Bangladeshi']
23232	id_7462	None	['Spanish, Contemporary']
23233	id_2176	None	None
23235	id_11583	None	['Thai']
23237	id_175	$$ - $$$	['Drinks']
23238	id_5492	$	['Breakfast, Brunch']
23244	id_4946	None	['International']
23249	id_2658	None	['Bar, Pub']
23250	id_1682	$	['Lunch, Drinks']
23254	id_1188	$	['European']
23256	id_1944	$$ - $$$	['Italian, Wine Bar']
23258	id_912	None	None
23263	id_1723	None	None
23264	id_13841	$$ - $$$	['Breakfast, Lunch, Dinner']
23265	id_2821	None	None
23266	id_9361	$	['French']
23270	id_2065	$$ - $$$	['Spanish']
23275	id_6918	None	None
23277	id_5100	None	None
23281	id_8352	None	['Cafe']
23285	id_3295	$	['Spanish']
23286	id_2258	None	['Bar, Cafe, Asian, Pub']
23287	id_9161	None	['Lebanese, Mediterranean']
23290	id_3430	$	['Italian, Pizza']
23293	id_1230	$	['Lunch, Dinner']
23298	id_2566	$$ - $$$	['Vegetarian Friendly']
23300	id_1097	$$ - $$$	['French, International']
23302	id_1476	None	['French']
23309	id_5013	None	None
23310	id_1809	$$ - $$$	['Mediterranean, European, Portuguese']
23311	id_4440	$	['Lunch, Dinner']
23317	id_2428	$$ - $$$	['Late Night, Drinks']
23328	id_7822	$$ - $$$	['French']
23329	id_11785	$	['Spanish']
23330	id_1479	None	['Cafe, European, Portuguese']
23333	id_3515	None	['German']
23334	id_8349	None	None
23335	id_5327	$	['Spanish']
23336	id_4708	$	['Chinese, Asian']
23338	id_4887	None	None
23343	id_4076	None	None
23345	id_3811	None	['European, Czech']
23347	id_4239	None	['Italian, Pizza']
23349	id_2741	$	['Belgian, European']
23353	id_4219	None	None
23356	id_926	$$ - $$$	['Thai']
23357	id_6317	None	['Spanish']
23363	id_1625	None	['International']
23364	id_1302	None	None
23368	id_9255	None	['Middle Eastern, Lebanese']
23369	id_8785	None	['Italian, French, Pizza']
23371	id_2632	$	['African']
23374	id_7022	None	['American']
23377	id_2556	$$ - $$$	['Italian, Pizza, Mediterranean']
23381	id_319	$	['Takeout']
23382	id_7287	None	['Pizza']
23383	id_1575	None	None
23386	id_1583	None	['Pizza']
23387	id_1397	None	None
23389	id_1961	$	['Mexican']
23392	id_4550	$	['Italian']
23405	id_2371	None	['European, Hungarian']
23408	id_5755	$$ - $$$	['Breakfast, Lunch']
23410	id_5697	$	['Pizza, Fast Food']
23412	id_2466	$$ - $$$	['Dutch, European, French']
